"Year","data","median","LB","UB"
2008,2251,2250,2250,2250
2009,1987,1971.84526722699,1794.57727747847,2126.05455627051
2010,1805,1822.60624976576,1667.88109623069,1959.86068358664
2011,1565,1553.46296046707,1419.39640479437,1695.610619024
2012,1410,1381.04124882905,1247.86491107333,1536.60555676546
2013,1299,1314.28335525743,1190.73011369185,1461.15202160022
2014,1250,1309.42962199093,1185.3851742877,1445.44955982271
2015,1383,1331.28340321604,1204.74237740586,1465.15237092173
2016,1314,1367.07444802766,1238.72760324701,1496.33647389692
2017,1425,1404.32113801402,1271.43041680036,1530.75957148042
2018,1508,1444.53656053866,1308.50172901314,1575.44240367727
2019,1455,1485.16995422554,1330.7648070996,1622.2624040373
2020,1157,1524.11743060188,1352.38065545952,1664.09781980359
2021,1401,1561.34783365149,1377.55962971459,1712.7056467777
2022,1424,1595.53055585263,1397.72516886803,1760.14663640974
2023,NA,1629.67354437914,1418.98614483605,1819.41971357484
2024,NA,1661.23768312352,1435.67490524192,1867.50329661703
2025,NA,1691.58032692553,1442.0272848986,1920.99417512015
2026,NA,1721.75950893019,1467.16737804849,1971.03994247625
2027,NA,1750.96845065659,1480.85019042142,2014.64290946417
2028,NA,1779.44274377692,1497.34495504452,2072.05666055106
2029,NA,1806.23974412334,1497.14770765679,2110.27935594959
2030,NA,1831.3938785408,1515.09618401326,2166.40395656067
