"Year","data","median","LB","UB"
2008,1722,1722,1722,1722
2009,1476,1360.03014714267,1201.54816907507,1507.79341339321
2010,1402,1359.46057525666,1207.65256695403,1511.05267267797
2011,1326,1355.62514636474,1204.6803373356,1499.08817470235
2012,1293,1350.81441709773,1202.97040039375,1502.20964276884
2013,1271,1341.4414674083,1196.76124120394,1483.44790565264
2014,1265,1333.4153570407,1191.538088765,1479.14368285997
2015,1247,1324.44808933629,1182.94027053273,1467.44053197229
2016,1396,1315.58630251447,1173.41818512448,1458.26574153992
2017,1316,1308.73175848942,1163.51188885214,1450.30678173682
2018,1321,1298.75825035929,1147.70335222183,1442.75244686858
2019,1311,1286.91583464043,1135.38491899066,1436.80625413767
2020,1151,1275.12991988231,1117.71968968554,1431.19120976935
2021,1325,1268.06532043782,1103.24333094644,1427.52929480804
2022,1482,1257.86732506709,1088.30007089829,1422.89222233278
2023,NA,1251.42070277906,1061.08948776559,1427.52241736313
2024,NA,1240.91803867575,1038.9944333641,1410.79056651517
2025,NA,1227.9300984929,1015.10791396051,1408.63187828624
2026,NA,1222.39195685495,987.423570096906,1405.39922198545
2027,NA,1212.4360490863,963.789094421772,1401.04890067426
2028,NA,1201.90651166596,934.342059314657,1406.83581268753
2029,NA,1195.55574811249,913.609216161612,1399.50339908657
2030,NA,1186.98953182601,880.368626950665,1400.27794199705
