Year,data,median,LB,UB
2008,1963,1962,1962,1962
2009,1635,1626.882823,1531.832727,1724.327064
2010,1409,1413.770019,1332.090455,1496.708889
2011,1193,1205.658326,1124.191794,1284.295976
2012,1061,1051.613336,972.3625166,1130.461303
2013,977,962.3019992,884.1452804,1037.419022
2014,950,922.4627203,847.9677102,996.0956896
2015,914,916.4463591,842.7321516,989.3916651
2016,887,935.4905519,861.5661645,1009.550723
2017,952,970.5592478,894.489192,1042.707273
2018,997,1016.524341,938.2045149,1091.157333
2019,1113,1067.177436,984.9231735,1148.996293
2020,921,1124.273218,1035.009233,1210.297931
2021,1137,1185.217988,1086.83626,1278.023958
2022,1205,1250.341081,1133.517805,1344.968342
2023,NaN,1316.158645,1187.00955,1419.750558
2024,NaN,1384.178786,1227.425105,1494.316185
2025,NaN,1452.1813,1266.569225,1567.718072
2026,NaN,1519.863215,1299.628786,1643.809902
2027,NaN,1590.29436,1352.713651,1719.076968
2028,NaN,1660.128418,1388.613217,1796.83315
2029,NaN,1728.54665,1429.105254,1871.299334
2030,NaN,1801.42197,1472.28726,1952.267756
