year,month,day,data,median,LB,UB
2008,1,1,5979,5979,5979,5979
2008,12,31,5446,5180.56260118148,4730.37355054732,5614.22954891851
2009,12,31,5043,4958.11085710359,4553.02071135835,5387.98703014754
2010,12,31,4700,4722.36641853215,4320.47237521979,5132.26252840908
2011,12,31,4267,4502.20070138584,4108.95466382394,4897.48559111729
2012,12,30,3974,4284.75422826477,3882.27729536621,4676.40825536519
2013,12,30,3860,4071.2775489742,3672.37438229887,4464.2405146791
2014,12,30,3837,3871.49838353821,3474.37130317277,4270.93610333401
2015,12,30,3811,3672.55334423771,3281.77596372918,4061.43130996165
2016,12,29,3592,3493.64217805132,3092.4059457094,3889.09838982005
2017,12,29,3439,3311.59206900817,2900.83969957003,3716.68025511077
2018,12,29,3240,3147.81452615457,2708.4608678775,3579.66294063456
2019,12,29,NaN,2978.13849922496,2551.36923480117,3395.46288906095
2020,12,28,NaN,2831.04333612475,2386.48184352488,3248.92244193812
2021,12,28,NaN,2687.02472137721,2242.35801742058,3097.01050177695
2022,12,28,NaN,2548.89876475558,2081.45910016256,2974.47151651526
2023,12,28,NaN,2421.03077142641,1947.83131716328,2860.75068272871
2024,12,27,NaN,2302.13035547828,1807.79554672782,2727.47581041051
2025,12,27,NaN,2179.64313309384,1697.59838533577,2616.84572312265
2026,12,27,NaN,2067.54512860174,1568.45263286033,2509.94967187106
2027,12,27,NaN,1964.8945330838,1463.30422111441,2406.66376107803
2028,12,26,NaN,1863.74090264545,1333.99568906408,2300.11116926287
2029,12,26,NaN,1768.31898200045,1262.65654758411,2197.7084584282
