time,data,median,LB,UB
2017,63.0,63.0,63.0,63.0
2018,64.1,64.1,60.2,68.2
2019,65.2,64.6,61.2,68.1
2020,63.2,64.5,61.0,67.8
2021,64.6,63.9,60.0,67.8
2022,NaN,63.4,58.5,67.8
2023,NaN,62.6,56.5,67.9
2024,NaN,61.8,54.0,68.0
2025,NaN,60.9,50.7,68.3
2026,NaN,59.8,48.4,68.2
2027,NaN,58.8,45.1,68.5
2028,NaN,57.8,42.7,68.8
2029,NaN,56.6,39.8,69.0
2030,NaN,55.6,37.0,69.2
