time,data,median,LB,UB
2017,60.9,60.9,60.9,60.9
2018,62.8,62.7,60.5,64.8
2019,63.7,63.3,61.3,65.3
2020,62.9,63.7,61.7,65.7
2021,64.2,63.9,61.7,66.1
2022,NaN,64.1,61.2,66.4
2023,NaN,64.3,60.1,66.7
2024,NaN,64.4,58.9,67.1
2025,NaN,64.6,57.5,67.4
2026,NaN,64.7,56.0,67.7
2027,NaN,64.8,53.9,68.0
2028,NaN,64.9,52.3,68.2
2029,NaN,64.9,50.7,68.4
2030,NaN,65.0,48.7,68.6
