Year,data,median,LB,UB
2008,905,904.5,904,905
2009,856,809.864274,660.8247379,994.3371664
2010,828,768.7099112,646.3013848,890.2781521
2011,788,765.2545455,641.6251876,885.4217446
2012,674,762.6887161,644.2038215,877.7525835
2013,712,757.5201492,641.9808887,871.1984333
2014,750,752.776006,635.5486591,866.9211434
2015,785,748.7380393,627.6831381,866.5561187
2016,722,742.4553894,621.0007836,856.9964015
2017,698,737.2782185,616.5482129,856.2433691
2018,761,730.180506,606.5227366,851.4728976
2019,724,725.8508004,596.1779189,849.0073422
2020,572,719.2423479,585.8418047,842.8814177
2021,704,713.7114037,572.7326439,846.0877524
2022,870,709.3219071,558.7225961,844.186873
2023,NaN,702.687315,545.1405114,847.3888596
2024,NaN,700.4590441,533.3378864,837.4271202
2025,NaN,694.4636384,515.4228367,837.180971
2026,NaN,688.8296844,500.1963618,839.5575017
2027,NaN,684.750755,481.6860506,835.2072939
2028,NaN,678.5864998,462.9501397,836.7699935
2029,NaN,672.7732937,455.1120444,830.6205902
2030,NaN,668.8132739,437.9377017,831.474134
