year,month,day,data,median,LB,UB
2008,1,1,3676,3675.5,3675,3676
2008,12,31,3606,3530.6756557204,3127.83280261592,3943.92307294415
2009,12,31,3646,3581.72073371421,3250.76812771359,3919.54253112896
2010,12,31,3611,3650.25505743972,3336.78971946204,3984.30091162671
2011,12,31,3575,3730.47857676332,3418.61703039003,4069.53883184678
2012,12,30,3669,3814.44119350908,3507.54945867219,4150.80693971176
2013,12,30,3859,3896.85866105997,3594.7144531049,4216.94057938267
2014,12,30,4146,3975.20522989124,3667.8294424161,4280.95685174099
2015,12,30,4209,4039.59179056704,3742.52280225081,4339.96443422069
2016,12,29,4089,4097.76572671517,3767.94462152304,4404.98079397416
2017,12,29,4130,4146.80906539065,3797.58503494295,4464.6130702236
2018,12,29,4125,4179.97487095627,3825.23323317655,4498.42994845298
2019,12,29,NaN,4205.6678952305,3841.95200903594,4548.90083266224
2020,12,28,NaN,4222.38189303682,3835.48999110928,4578.98524747845
2021,12,28,NaN,4235.71460685542,3844.07567618252,4609.34991358165
2022,12,28,NaN,4241.00839803088,3809.36985658989,4631.00304642127
2023,12,28,NaN,4241.96579032811,3790.78099164325,4660.42217684055
2024,12,27,NaN,4240.60496032239,3746.92246244197,4690.13612504794
2025,12,27,NaN,4230.54145693922,3698.74400704034,4700.26470936457
2026,12,27,NaN,4223.79410275321,3640.98489134585,4721.61065723922
2027,12,27,NaN,4207.28207759858,3566.65916178049,4752.132921044
2028,12,26,NaN,4191.49058457393,3495.70606970487,4781.21659088023
2029,12,26,NaN,4178.1914056805,3441.46225187873,4809.28638427887
