Year,data,median,LB,UB
2008,856,856,856,856
2009,758,664.1679639,550.0295737,781.5301414
2010,658,668.6753275,557.0662804,776.8527505
2011,662,672.8677736,565.0341344,783.1547326
2012,645,677.2061375,568.9841173,785.2919292
2013,637,677.3902125,573.7577267,785.3506949
2014,637,678.5254637,569.0342302,788.0758839
2015,678,678.5608849,574.8485473,783.4587576
2016,734,679.0613782,571.0119063,785.5230691
2017,709,679.1293929,571.4533929,786.5833179
2018,705,678.6583152,570.9851141,787.200223
2019,679,679.7668033,571.5605185,786.8575427
2020,578,677.8746283,563.9254578,788.782753
2021,715,678.592599,564.8729124,789.0639194
2022,791,677.229879,559.8225616,790.1374114
2023,NaN,676.6931977,556.8071824,790.0821286
2024,NaN,677.00825,542.76042,791.938888
2025,NaN,678.6029518,538.3994978,791.3118126
2026,NaN,677.1049649,528.5581213,790.2210641
2027,NaN,678.3369765,516.1290824,794.5014452
2028,NaN,677.0235577,503.728736,793.8731866
2029,NaN,676.9276854,487.3324199,795.3221659
2030,NaN,677.2257229,480.7292888,795.9411459
