Year,data,median,LB,UB
2008,856,855.5,855,856
2009,758,707.6047139,564.3995318,873.9204333
2010,658,655.7712873,530.6225984,774.1231946
2011,662,662.955985,549.8677397,772.7489647
2012,645,669.9328034,561.2193089,778.6761273
2013,637,672.0492068,561.5093129,779.5334032
2014,637,674.3129344,564.4959237,780.5740284
2015,678,676.1248464,566.2830957,779.2152194
2016,734,676.9168284,572.6595061,789.3089237
2017,709,679.3499066,570.8766124,784.5698206
2018,705,679.7138854,569.605779,787.7319658
2019,679,677.7217335,566.9000875,790.8013909
2020,578,676.8161345,571.5917302,788.0529483
2021,715,676.9826402,563.6635791,790.9342683
2022,791,676.4815561,560.9777638,791.3461409
2023,NaN,675.3438751,554.2514035,791.778726
2024,NaN,676.435569,547.3038298,798.0057914
2025,NaN,673.9364703,540.4841494,795.5252015
2026,NaN,673.9711335,535.7456195,798.7150333
2027,NaN,672.9227637,521.4172078,798.6816739
2028,NaN,672.4254741,521.2413374,796.7238602
2029,NaN,670.9144127,506.3986238,800.3118039
2030,NaN,670.2275673,496.2763743,803.0247464
