Year,data,median,LB,UB
2008,5654,5654,5654,5654
2009,5094,4899.171208,4384.648564,5415.462261
2010,4833,4736.376717,4268.618349,5195.461074
2011,4419,4568.729591,4110.310894,5012.205446
2012,4275,4384.617309,3939.22836,4834.605841
2013,3978,4214.617145,3775.439729,4673.515218
2014,4032,4042.386647,3622.167912,4475.061653
2015,3770,3877.144674,3440.993827,4316.202269
2016,3943,3714.211427,3274.819649,4141.536217
2017,3655,3555.179605,3112.367455,3996.98691
2018,3506,3408.557407,2967.209819,3842.928645
2019,3418,3259.924308,2827.627561,3703.389572
2020,2685,3131.934756,2674.579242,3582.461583
2021,3185,2999.028499,2518.632997,3452.390268
2022,3399,2866.910928,2388.831939,3326.583549
2023,NaN,2744.035109,2256.618482,3207.265068
2024,NaN,2629.56429,2145.070521,3080.289409
2025,NaN,2517.787867,2020.389221,2981.453279
2026,NaN,2407.149683,1893.055809,2880.709131
2027,NaN,2308.119887,1784.328311,2781.482664
2028,NaN,2209.498785,1685.988251,2680.36903
2029,NaN,2115.823627,1586.800983,2590.540518
2030,NaN,2015.165648,1469.352024,2509.997511
