Year,data,median,LB,UB
2008,5654,5653.5,5653,5654
2009,5094,4908.912703,4323.318406,5479.931105
2010,4833,4744.734226,4221.879328,5251.58249
2011,4419,4566.929314,4063.143746,5052.066518
2012,4275,4380.107111,3883.838006,4873.654504
2013,3978,4200.453182,3728.844947,4688.01334
2014,4032,4029.512995,3544.271271,4501.142817
2015,3770,3869.930871,3369.937349,4342.849156
2016,3943,3711.855735,3223.808493,4202.81255
2017,3655,3556.947507,3070.028007,4026.668472
2018,3506,3403.664384,2916.906166,3881.603815
2019,3418,3262.382337,2771.229106,3749.01397
2020,2685,3127.984176,2625.521445,3611.324409
2021,3185,2997.796147,2488.849746,3521.183881
2022,3399,2873.433822,2328.18506,3407.302696
2023,NaN,2750.569161,2198.50973,3327.675172
2024,NaN,2641.623216,2073.813265,3242.043816
2025,NaN,2523.95227,1934.04831,3205.569891
2026,NaN,2425.472197,1806.001861,3138.09751
2027,NaN,2319.837139,1691.919892,3049.465782
2028,NaN,2222.202535,1530.934728,3036.63513
2029,NaN,2128.29298,1454.318249,3021.363179
2030,NaN,2040.971991,1336.553911,2986.586355
