year,month,day,data,median,LB,UB
2008,1,1,2358,2358,2358,2358
2008,12,31,2372,2265.26843745782,1991.95081030362,2528.47109759429
2009,12,31,2482,2451.65664033391,2195.66973827178,2696.68865150988
2010,12,31,2503,2595.12959140985,2359.55098827845,2828.78204743854
2011,12,31,2591,2705.28214178449,2472.3781661609,2940.94405808356
2012,12,30,2690,2793.70684527791,2563.77850678794,3032.32497869545
2013,12,30,2831,2875.45902884596,2645.81999757019,3110.88512838443
2014,12,30,3070,2946.15925788266,2709.59576316375,3186.07737796798
2015,12,30,3196,3011.80089892112,2776.84180213006,3248.62321448402
2016,12,29,3103,3064.25131562249,2830.11130614936,3304.14597828218
2017,12,29,3085,3118.19575733444,2875.00058209919,3360.1616118603
2018,12,29,3101,3165.73101391924,2901.93872601055,3421.0475329743
2019,12,29,NaN,3210.70842619412,2942.73193636504,3472.94086576771
2020,12,28,NaN,3248.21420516208,2972.02454073402,3509.79295096232
2021,12,28,NaN,3292.78065327899,2990.47105766385,3564.31357833892
2022,12,28,NaN,3327.90238666978,3006.90645573213,3603.27748080136
2023,12,28,NaN,3362.61801089385,3009.2746739618,3650.80161587546
2024,12,27,NaN,3398.35724856792,3005.65708633509,3689.13956498209
2025,12,27,NaN,3433.13080674285,3015.27128661317,3730.70939193964
2026,12,27,NaN,3461.11941124622,3004.46150119213,3769.62098903572
2027,12,27,NaN,3489.57851403042,2963.42107546342,3797.54204429805
2028,12,26,NaN,3519.60913457694,2935.89361312503,3842.46286768198
2029,12,26,NaN,3543.34959476442,2885.67550070755,3883.41307862314
