Year,data,median,LB,UB
2008,1139,1138.5,1138,1139
2009,942,920.9068575,694.4496062,1019.864568
2010,822,785.7205038,625.9116095,915.3497772
2011,638,665.1979074,556.9522469,831.2316341
2012,556,566.9314557,478.6182336,756.6862166
2013,465,491.6863289,404.6181891,688.1641002
2014,415,433.7144044,347.7815804,626.164262
2015,365,391.745944,296.4795821,568.814454
2016,354,362.6864816,253.1081296,518.0941926
2017,340,340.4605203,208.6247615,481.7874369
2018,354,323.9795066,167.9632925,438.6876811
2019,359,314.0540269,133.2579317,406.0150158
2020,284,304.5776751,105.8253921,392.1258497
2021,344,301.1690483,78.33515362,391.5341709
2022,361,297.4444647,57.45811558,397.7876435
2023,NaN,294.7859591,30.93605475,406.9722711
2024,NaN,291.5953157,15.93842234,417.8033767
2025,NaN,285.2399112,0,430.9011301
2026,NaN,281.7353495,0,445.4719326
2027,NaN,275.0509561,0,457.5094564
2028,NaN,276.016536,0,470.3123995
2029,NaN,263.1740111,0,485.6436828
2030,NaN,269.8248184,0,506.0409242
