Year,data,median,LB,UB
2008,1139,1138,1138,1138
2009,942,949.4020295,881.1894056,1018.841891
2010,822,791.7424053,730.3664429,852.2660243
2011,638,654.5676652,594.5899312,713.8739635
2012,556,548.866826,489.9760581,604.524793
2013,465,470.1877624,412.4043879,527.0163475
2014,415,414.9817814,360.055657,472.1218176
2015,365,377.2853029,322.2452573,432.5670347
2016,354,353.4624307,297.0899548,409.299184
2017,340,338.8599584,282.0547112,395.9019065
2018,354,331.1464453,277.2597078,388.8298408
2019,359,329.218286,272.901355,387.0942416
2020,284,330.3535598,271.5637785,389.7937286
2021,344,334.3570615,273.4043753,395.7156849
2022,361,341.6117618,276.7502031,403.8326619
2023,NaN,348.9575989,279.2732968,416.4436621
2024,NaN,357.8674078,282.5802504,429.8543595
2025,NaN,367.907536,286.9810742,441.9498012
2026,NaN,379.2599919,289.1141815,457.7893024
2027,NaN,390.2800128,289.2495855,473.225205
2028,NaN,401.8779524,296.1616414,485.8022558
2029,NaN,413.6455013,298.0930817,503.1091308
2030,NaN,425.6123068,299.7051243,520.2287372
