Year,data,median,LB,UB
2008,9287,9287,9287,9287
2009,9322,9034.901846,8107.070845,9965.45973
2010,9182,9246.690707,8383.999132,10079.65515
2011,9174,9354.242926,8528.213207,10179.91496
2012,9042,9393.838344,8575.879374,10191.69528
2013,8997,9368.21797,8551.983731,10165.47109
2014,9508,9320.275732,8510.131594,10125.37877
2015,9609,9258.13562,8448.482493,10063.93229
2016,9454,9178.852598,8397.893526,9970.398534
2017,9330,9064.891981,8276.654183,9883.181551
2018,9069,8971.145966,8179.702467,9759.831643
2019,9061,8857.099026,8030.724998,9681.421897
2020,7893,8740.875184,7885.867943,9581.868986
2021,8734,8618.212094,7769.757813,9497.608572
2022,8828,8483.71845,7610.560179,9406.129107
2023,NaN,8343.40261,7454.100632,9348.045194
2024,NaN,8226.029035,7306.025826,9309.95653
2025,NaN,8101.970573,7126.740926,9234.034731
2026,NaN,7945.852296,6920.367113,9195.912735
2027,NaN,7805.468196,6740.256434,9203.701831
2028,NaN,7682.974641,6542.59408,9167.938568
2029,NaN,7535.873274,6328.84108,9156.604845
2030,NaN,7403.206196,6120.502556,9142.042352
