year,month,day,data,median,LB,UB
2008,1,1,13294,13294,13294,13294
2008,12,31,12513,11830.5632253502,10714.4384618736,13001.7196093834
2009,12,31,11862,11692.3889395531,10659.3567680932,12748.5917110762
2010,12,31,11286,11513.7141760505,10487.4883996514,12546.243452175
2011,12,31,10598,11242.7717941261,10275.7508326394,12263.7840932555
2012,12,30,10269,10965.1768281161,9979.18645104113,11994.4153059611
2013,12,30,10424,10666.8946516686,9682.59831477325,11682.8622653648
2014,12,30,10518,10366.7804292455,9347.72033549976,11372.6954615444
2015,12,30,10307,10049.6698091351,9043.43546905018,11087.4974197926
2016,12,29,10003,9748.11060950363,8773.09585549006,10750.9072231437
2017,12,29,9704,9429.94828814625,8406.66254382634,10456.197926557
2018,12,29,9592,9136.25216324483,8092.92898304846,10159.4413616353
2019,12,29,NaN,8826.24863127076,7774.42639045379,9849.78519571736
2020,12,28,NaN,8545.7317304237,7489.01892756856,9602.51774261008
2021,12,28,NaN,8260.55740678865,7190.76191826076,9303.68924011845
2022,12,28,NaN,7963.3562315969,6916.66250090616,9020.89523446319
2023,12,28,NaN,7690.7580164036,6621.95551621066,8769.42955420747
2024,12,27,NaN,7438.1145774328,6349.31758703353,8464.51520684711
2025,12,27,NaN,7156.62390552701,6095.53039600621,8239.549390142
2026,12,27,NaN,6904.18481916072,5774.55722232311,7996.41322103209
2027,12,27,NaN,6648.57878857549,5564.69262536347,7733.80279288087
2028,12,26,NaN,6419.47660936183,5285.9515499348,7485.05081338248
2029,12,26,NaN,6191.62290408636,5055.05942707276,7264.87248777183
