year,month,day,data,median,LB,UB
2008,1,1,5979,5978.5,5978,5979
2008,12,31,5446,5251.79410597703,4386.86144702324,6381.16902748444
2009,12,31,5043,4786.69119029607,3457.88559632716,5409.03532844204
2010,12,31,4700,4596.73416013585,3448.00534220392,5200.95569179525
2011,12,31,4267,4416.04000668197,3407.2773140933,5071.092645353
2012,12,30,3974,4235.74885647895,3374.81373540058,4926.96667235706
2013,12,30,3860,4067.22725802596,3295.62626653819,4819.24270491211
2014,12,30,3837,3897.15838435124,3184.93570655913,4759.38767678343
2015,12,30,3811,3740.25081843012,3087.78705987631,4675.31560310397
2016,12,29,3592,3585.28159348143,2976.80989084025,4611.37976852986
2017,12,29,3439,3423.57331156093,2848.07472689902,4521.38480452078
2018,12,29,3240,3294.04804553746,2701.55551544374,4482.50051945519
2019,12,29,2483,3146.55511828124,2552.46904371443,4404.48229302288
2020,12,28,3033,3016.74215092034,2374.90931075587,4365.22733194382
2021,12,28,3141,2890.46621492932,2253.63283968103,4288.2223560162
