year,month,day,data,median,LB,UB
2008,1,1,5979,5979,5979,5979
2008,12,31,5446,5180.87121902073,4718.5909432341,5618.08019841972
2009,12,31,5043,4965.70168242789,4553.45848749204,5363.60904004378
2010,12,31,4700,4723.66891239788,4316.49963965105,5129.4669190971
2011,12,31,4267,4499.45691624156,4094.12871385285,4902.11796637047
2012,12,30,3974,4283.92772566414,3891.54784359021,4668.04784250337
2013,12,30,3860,4066.97075417847,3691.03430788327,4457.77615013048
2014,12,30,3837,3865.35069107869,3466.27380010215,4261.7417522786
2015,12,30,3811,3664.3999576875,3267.55711319097,4064.53499604053
2016,12,29,3592,3489.05384638623,3094.95889731611,3891.53828776484
2017,12,29,3439,3310.09938216924,2903.64134674983,3729.21968636686
2018,12,29,3240,3150.15817772864,2720.8773940576,3563.32177534676
2019,12,29,2483,2981.72316906396,2552.0829736994,3402.35809060151
2020,12,28,3033,2839.63639846389,2390.21896601702,3245.33355206983
2021,12,28,3141,2690.52754436497,2223.90721919332,3102.68002366877
