Year,data,median,LB,UB
2008,9947,9946.5,9946,9947
2009,9700,9546.861223,7905.695222,11286.60208
2010,9521,9409.726644,7964.676023,10793.49886
2011,9245,9511.884636,8128.80077,10805.27632
2012,9359,9538.241402,8208.667616,10852.45658
2013,9254,9588.748414,8238.851624,10900.3141
2014,9731,9619.767147,8312.214922,10889.5207
2015,9903,9638.358939,8366.475426,10902.11531
2016,10127,9647.984277,8390.587899,10951.86415
2017,9928,9652.592652,8341.086571,10926.74629
2018,9934,9682.188508,8374.79347,10972.42356
2019,9924,9677.306037,8354.770779,11014.76815
2020,8164,9697.924365,8315.811523,11031.91581
2021,10135,9706.593805,8318.000923,11084.97329
2022,11804,9686.059973,8293.436445,11074.02868
2023,NaN,9694.798608,8277.103475,11119.28877
2024,NaN,9704.790691,8169.085004,11121.97669
2025,NaN,9696.459226,8167.692556,11148.27377
2026,NaN,9714.528131,8127.327422,11148.06509
2027,NaN,9711.655393,8024.142001,11242.13612
2028,NaN,9698.685351,7969.504003,11186.55972
2029,NaN,9717.334829,7892.978391,11250.47114
2030,NaN,9698.959921,7777.514403,11296.55451
