time,data,median,LB,UB
2017,62.5,62.5,62.5,62.5
2018,63.7,63.3,60.6,66.0
2019,64.6,63.8,61.3,66.4
2020,63.2,64.1,61.7,66.7
2021,64.3,64.4,61.6,67.0
2022,NaN,64.5,61.1,67.6
2023,NaN,64.6,59.8,68.0
2024,NaN,64.8,58.0,68.2
2025,NaN,64.9,56.4,68.7
2026,NaN,65.0,54.8,69.0
2027,NaN,65.1,52.7,69.4
2028,NaN,65.1,50.9,69.7
2029,NaN,65.3,49.1,69.8
2030,NaN,65.3,47.0,70.1
