time,data,median,LB,UB
2017,63.1,63.1,63.1,63.1
2018,64.7,64.5,62.3,66.7
2019,65.5,65.1,63.1,67.1
2020,64.6,65.4,63.3,67.5
2021,65.9,65.7,63.4,68.0
2022,NaN,65.8,62.6,68.5
2023,NaN,66.0,61.1,68.8
2024,NaN,66.1,59.0,69.3
2025,NaN,66.3,56.7,69.6
2026,NaN,66.3,54.4,69.8
2027,NaN,66.5,51.6,70.2
2028,NaN,66.6,48.8,70.5
2029,NaN,66.6,46.4,70.8
2030,NaN,66.7,44.2,70.9
