time,data,median,LB,UB
2017,57.7,57.7,57.7,57.7
2018,59.9,59.9,58.0,61.6
2019,60.8,60.5,59.0,62.2
2020,60.4,61.0,59.5,62.6
2021,61.6,61.3,59.7,63.0
2022,NaN,61.5,59.5,63.4
2023,NaN,61.7,59.1,63.9
2024,NaN,61.9,58.3,64.3
2025,NaN,62.0,57.4,64.6
2026,NaN,62.2,56.3,64.9
2027,NaN,62.3,55.1,65.2
2028,NaN,62.4,53.7,65.4
2029,NaN,62.5,52.3,65.8
2030,NaN,62.6,51.2,65.9
