"Year","data","median","LB","UB"
2008,3674,3674,3674,3674
2009,3398,3337.02657616883,3193.00400296673,3472.52867028602
2010,3234,3306.69174727931,3182.61171996808,3432.36997369984
2011,3175,3255.27820044662,3130.67869032383,3374.08300933675
2012,3208,3184.44240380366,3069.92793440923,3307.99712966747
2013,3171,3110.33219690675,2988.70614167208,3231.03686332574
2014,3114,3030.63943487135,2911.52919298922,3146.09556308337
2015,2912,2948.04557032715,2827.48503371846,3066.18924578854
2016,2867,2861.04970438841,2739.19072133678,2980.41990322401
2017,2757,2772.70934791389,2653.32459415349,2896.8047379087
2018,2701,2689.03012343629,2567.46458214296,2806.78726361416
2019,2575,2602.56275236292,2481.22262748482,2723.52543216562
2020,2173,2517.27225901109,2393.72244971823,2640.05474093493
2021,2583,2435.52437906493,2309.51439767983,2560.48306024696
2022,2734,2353.54014490559,2225.95651497575,2477.71018545362
2023,NA,2274.49677515123,2144.43651662591,2404.68855794049
2024,NA,2197.35379533063,2065.22664762942,2326.80926495378
2025,NA,2120.91007582251,1990.22735593173,2252.37965566835
2026,NA,2048.56668868701,1911.40488079564,2182.53035869869
2027,NA,1975.75339090018,1837.8039770749,2113.72963729319
2028,NA,1905.4334406212,1762.06318678639,2048.81578923399
2029,NA,1838.60262506288,1694.56666423367,1979.58148445655
2030,NA,1773.52413522482,1629.30614045893,1918.08208338293
