Year,data,median,LB,UB
2008,12762,12762,12762,12762
2009,12432,12046.47538,10554.77276,13558.58264
2010,12273,12400.53539,11080.62548,13765.90281
2011,12288,12556.53844,11184.09557,13832.51676
2012,12281,12618.49098,11344.84576,13951.3229
2013,12298,12623.79652,11318.16476,13881.60314
2014,12772,12558.15122,11231.86071,13828.57777
2015,12937,12491.3147,11203.6532,13735.63503
2016,12796,12356.51961,11046.35956,13641.40735
2017,12484,12246.04126,11012.25328,13475.18477
2018,12248,12084.87787,10823.23003,13385.52151
2019,12124,11933.00642,10622.20541,13235.61081
2020,10233,11779.6187,10436.10395,13155.23454
2021,12198,11607.65956,10232.5179,12979.59709
2022,13016,11418.62442,10027.04773,12932.61133
2023,NaN,11230.96719,9761.654562,12784.79978
2024,NaN,11018.88887,9485.657378,12725.36438
2025,NaN,10858.21123,9245.52235,12622.75689
2026,NaN,10682.85887,8936.899901,12572.93574
2027,NaN,10494.74033,8634.898025,12541.22885
2028,NaN,10328.73669,8425.865931,12510.92831
2029,NaN,10111.86077,8104.068721,12484.51118
2030,NaN,9921.711997,7785.09121,12528.96266
