Year,data,median,LB,UB
2008,12762,12761.5,12761,12762
2009,12432,12228.79481,10508.03513,14066.57509
2010,12273,12165.56143,10453.48911,13680.55525
2011,12288,12469.03367,10989.81073,13882.93295
2012,12281,12625.9086,11205.24252,14007.79615
2013,12298,12644.29723,11294.64002,14064.65975
2014,12772,12617.01481,11225.96812,14048.54209
2015,12937,12539.72214,11181.98118,13976.93894
2016,12796,12419.32431,11098.09925,13793.23556
2017,12484,12284.44085,10894.522,13697.56013
2018,12248,12100.04186,10739.98376,13516.27068
2019,12124,11908.68058,10530.68755,13266.0078
2020,10233,11713.61683,10245.68801,13067.96935
2021,12198,11481.0656,9934.847496,12962.69781
2022,13016,11257.88697,9677.431205,12866.75941
2023,NaN,11019.32848,9372.499949,12729.09879
2024,NaN,10806.93208,8978.457713,12593.71558
2025,NaN,10549.58336,8629.875612,12600.30899
2026,NaN,10311.52669,8309.733411,12554.3995
2027,NaN,10089.19511,7947.183307,12525.2462
2028,NaN,9836.815023,7536.296929,12512.4749
2029,NaN,9599.162,7330.880618,12384.89426
2030,NaN,9347.51173,6859.831103,12343.31101
