"Year","data","median","LB","UB"
2008,6334,6334,6334,6334
2009,6284,6062.14122446382,5583.80559922148,6529.85075443409
2010,6409,6401.76807168606,5966.52864744088,6837.0895053238
2011,6399,6644.63596764254,6234.9146125727,7054.01553084575
2012,6742,6835.08589842471,6421.29700057189,7277.09149033176
2013,6731,6990.13714990185,6571.12150133375,7414.40457796547
2014,7152,7126.50941927097,6713.37788678297,7539.56456945823
2015,7408,7234.67373024102,6822.80122446802,7655.44681381294
2016,7637,7340.1205501411,6920.53055108525,7754.39370745555
2017,7498,7428.19775870632,6989.83584741788,7856.30004216543
2018,7443,7510.67890198763,7066.2978630885,7943.10244225891
2019,7493,7578.0620090761,7133.0034609486,8021.23167873059
2020,6247,7649.31244287169,7169.53059516833,8108.72491325113
2021,7793,7722.01987850823,7226.33787798552,8188.35844896977
2022,9156,7772.49065837133,7200.74393112169,8256.60457441776
2023,NA,7838.94521507671,7235.17390998371,8317.19653611474
2024,NA,7885.17930147955,7192.12657534004,8379.42605937326
2025,NA,7937.87887302812,7191.09326370355,8434.8237910776
2026,NA,7987.85992694721,7166.66444866438,8506.18011922976
2027,NA,8037.12582941555,7087.89172002832,8567.38538684417
2028,NA,8079.32194629973,7049.85001815746,8638.96663136136
2029,NA,8118.97950483008,6999.20921039891,8645.20647832367
2030,NA,8168.64387483381,6873.68638719576,8711.02674148323
