"Year","data","median","LB","UB"
2008,6955,6954.5,6954,6955
2009,6678,6668.84491706238,6368.28573885099,6958.91221829068
2010,6619,6495.65174426027,6223.96563536272,6758.89006832951
2011,6177,6305.59509903724,6044.34506999797,6560.39766443954
2012,6083,6110.5788844093,5852.30326389912,6363.44504783519
2013,5753,5915.65895429841,5670.29387682929,6183.85110790502
2014,5707,5725.59066448409,5464.56518397607,5977.63065250949
2015,5679,5546.19014009996,5285.47517366731,5796.75954712732
2016,5406,5362.16545763474,5105.42735799824,5609.20092002071
2017,5215,5188.82232743015,4936.32646034629,5450.44234027394
2018,5058,5019.48388318103,4761.24882428287,5289.47553037917
2019,4761,4854.07941453741,4581.62196084778,5146.35205690652
2020,4193,4694.26323849699,4421.67069997399,5011.63069939796
2021,4779,4534.1608387018,4244.74797116042,4897.16350740765
2022,4683,4388.75738946894,4101.33462222922,4804.70148945478
2023,NA,4236.19687539942,3943.58326102351,4719.6346498508
2024,NA,4097.43009503767,3788.32036685872,4659.72542883313
2025,NA,3955.89727704366,3649.51959814804,4581.73755158196
2026,NA,3823.92854450136,3507.94244568098,4568.7161344229
2027,NA,3695.09370270268,3368.32070642067,4526.46395838933
2028,NA,3569.16474263893,3243.39100640328,4509.34902814651
2029,NA,3451.07948132393,3115.02428898826,4473.26774646183
2030,NA,3337.30634877815,2986.44336549252,4456.54398633643
