Year,data,median,LB,UB
2008,360,359.5,359,360
2009,334,299.8511,133.806127,498.8159132
2010,316,283.5260586,130.9923359,427.8751813
2011,311,307.0021752,161.9097234,452.2065507
2012,264,325.6547418,180.7614396,462.7473559
2013,280,343.3793334,202.1902265,481.69378
2014,297,356.5842685,222.7770614,493.5467972
2015,467,371.2036925,228.2692625,506.9053147
2016,367,383.2543559,244.5901511,517.3430002
2017,400,394.5852483,255.8574369,529.7066784
2018,467,403.2047044,270.0879113,539.5783373
2019,450,414.9969521,275.4703148,556.2892869
2020,341,423.603079,278.3195472,568.8518161
2021,454,430.3800889,287.9136061,581.5321165
2022,449,441.4163012,287.7035568,607.7823882
2023,NaN,446.7981489,287.9351216,621.1209463
2024,NaN,454.0305506,291.3858793,635.1752727
2025,NaN,463.9587764,289.9866766,663.0235318
2026,NaN,468.9285972,282.9167993,685.5750763
2027,NaN,474.2603034,283.3963557,707.7320628
2028,NaN,482.6480885,271.6374711,722.2233298
2029,NaN,490.0875713,268.3332591,749.8891285
2030,NaN,490.9569851,253.5002562,780.3471254
