year,month,day,data,median,LB,UB
2008,1,1,3674,3674,3674,3674
2008,12,31,3398,3337.02657616883,3193.00400296673,3472.52867028602
2009,12,31,3234,3306.69174727931,3182.61171996808,3432.36997369984
2010,12,31,3175,3255.27820044662,3130.67869032383,3374.08300933675
2011,12,31,3208,3184.44240380366,3069.92793440923,3307.99712966747
2012,12,30,3171,3110.33219690675,2988.70614167208,3231.03686332574
2013,12,30,3114,3030.63943487135,2911.52919298922,3146.09556308337
2014,12,30,2912,2948.04557032715,2827.48503371846,3066.18924578854
2015,12,30,2867,2861.04970438841,2739.19072133678,2980.41990322401
2016,12,29,2757,2772.70934791389,2653.32459415349,2896.8047379087
2017,12,29,2701,2689.03012343629,2567.46458214296,2806.78726361416
2018,12,29,2575,2602.56275236292,2481.22262748482,2723.52543216562
2019,12,29,NaN,2517.27225901109,2393.72244971823,2640.05474093493
2020,12,28,NaN,2435.52437906493,2309.51439767983,2560.48306024696
2021,12,28,NaN,2353.54014490559,2225.95651497575,2477.71018545362
2022,12,28,NaN,2274.49677515123,2144.43651662591,2404.68855794049
2023,12,28,NaN,2197.35379533063,2065.22664762942,2326.80926495378
2024,12,27,NaN,2120.91007582251,1990.22735593173,2252.37965566835
2025,12,27,NaN,2048.56668868701,1911.40488079564,2182.53035869869
2026,12,27,NaN,1975.75339090018,1837.8039770749,2113.72963729319
2027,12,27,NaN,1905.4334406212,1762.06318678639,2048.81578923399
2028,12,26,NaN,1838.60262506288,1694.56666423367,1979.58148445655
2029,12,26,NaN,1773.52413522482,1629.30614045893,1918.08208338293
