Year,data,median,LB,UB
2008,5803,5802.5,5802,5803
2009,5820,5710.939003,5025.735216,6453.809157
2010,5694,5705.826044,5104.136747,6317.763709
2011,5696,5723.626931,5102.648778,6338.122768
2012,5574,5765.83013,5182.300263,6380.193039
2013,5598,5817.898019,5234.390269,6373.739106
2014,5969,5854.893581,5291.205504,6411.15137
2015,6113,5872.031522,5271.904756,6453.058763
2016,5939,5858.536296,5281.427146,6440.053809
2017,5905,5814.406023,5222.968215,6410.050564
2018,5759,5744.823757,5165.444349,6322.244866
2019,5798,5651.50847,5062.8563,6236.294369
2020,4963,5517.037266,4913.896886,6129.581384
2021,5559,5379.766508,4719.502503,6024.955314
2022,5742,5224.425545,4421.725998,6007.007785
2023,NaN,5071.154841,4122.238635,5982.244454
2024,NaN,4923.270076,3808.290185,5931.095277
2025,NaN,4800.120407,3462.048136,5881.411892
2026,NaN,4676.677444,3177.158982,5866.368038
2027,NaN,4545.93739,2849.123092,5844.876659
2028,NaN,4431.202202,2540.350467,5871.85754
2029,NaN,4341.392057,2279.189877,5802.269007
2030,NaN,4206.049849,2015.055929,5847.205801
