Year,data,median,LB,UB
2008,5803,5803,5803,5803
2009,5820,5616.329321,4950.77675,6287.988904
2010,5694,5753.737481,5141.101455,6363.428726
2011,5696,5825.400415,5241.827186,6422.465809
2012,5574,5854.36905,5252.065955,6420.882491
2013,5598,5834.049487,5270.704125,6412.800217
2014,5969,5828.592356,5261.315875,6395.487512
2015,6113,5805.418865,5231.077678,6378.969684
2016,5939,5774.385999,5197.133512,6342.233957
2017,5905,5731.234829,5150.959154,6299.690021
2018,5759,5683.229853,5104.013591,6247.801844
2019,5798,5627.590002,5039.75641,6243.19638
2020,4963,5572.181706,4983.311516,6163.37336
2021,5559,5506.917649,4891.673074,6134.89507
2022,5742,5447.911461,4832.802372,6100.544794
2023,NaN,5388.85276,4739.745923,6072.878466
2024,NaN,5311.138583,4651.588442,6037.8835
2025,NaN,5247.96855,4521.627065,6028.568393
2026,NaN,5182.228911,4439.907446,6020.278825
2027,NaN,5111.963601,4374.492338,6035.47872
2028,NaN,5032.038444,4250.06055,6004.094953
2029,NaN,4960.975734,4103.611738,6019.199266
2030,NaN,4890.234293,3996.999304,6029.33643
