time,data,median,LB,UB
2017,76.0,76.0,76.0,76.0
2018,74.8,74.1,68.0,80.0
2019,74.0,74.9,69.1,80.7
2020,77.6,75.4,69.6,80.9
2021,72.9,75.8,69.9,81.6
2022,76.2,75.9,69.9,81.4
2023,NaN,76.1,69.3,82.4
2024,NaN,76.3,67.9,82.6
2025,NaN,76.5,66.1,83.2
2026,NaN,76.7,64.1,83.5
2027,NaN,76.9,61.6,84.2
2028,NaN,77.1,59.3,84.4
2029,NaN,77.1,57.5,84.8
2030,NaN,77.2,55.2,85.0
