time,data,median,LB,UB
2017,75.1,75.1,75.1,75.1
2018,75.2,74.6,71.8,77.4
2019,74.7,75.5,72.9,78.1
2020,75.8,75.7,73.3,78.2
2021,76.6,75.5,73.0,78.0
2022,74.6,75.1,72.3,78.0
2023,NaN,74.5,71.2,77.8
2024,NaN,73.9,69.8,78.0
2025,NaN,73.1,67.8,78.0
2026,NaN,72.1,65.4,78.2
2027,NaN,71.1,62.6,78.3
2028,NaN,70.1,60.3,78.3
2029,NaN,69.0,57.7,78.4
2030,NaN,67.9,55.0,78.7
