time,data,median,LB,UB
2017,78.5,78.5,78.5,78.5
2018,78.9,78.4,74.4,82.3
2019,79.6,81.0,77.4,84.5
2020,82.8,81.4,77.9,84.7
2021,80.0,80.3,76.9,83.6
2022,78.2,78.5,74.7,82.4
2023,NaN,76.1,71.3,81.8
2024,NaN,73.4,66.5,81.9
2025,NaN,70.5,61.7,82.1
2026,NaN,67.5,56.6,82.0
2027,NaN,64.3,51.3,82.3
2028,NaN,61.2,46.1,82.2
2029,NaN,58.2,41.8,82.4
2030,NaN,55.3,37.6,82.4
