time,data,median,LB,UB
2017,76.1,76.1,76.1,76.1
2018,75.9,75.6,72.3,79.0
2019,75.4,76.5,73.5,79.4
2020,77.9,76.5,73.6,79.4
2021,75.5,76.2,73.3,79.1
2022,75.8,75.6,72.1,79.0
2023,NaN,74.8,70.6,78.9
2024,NaN,74.0,68.8,78.9
2025,NaN,73.0,66.0,79.2
2026,NaN,71.9,63.1,79.4
2027,NaN,70.7,60.0,79.4
2028,NaN,69.6,56.9,79.6
2029,NaN,68.3,54.0,79.8
2030,NaN,67.1,51.0,79.9
