Year,data,median,LB,UB
2008,447,446.5,446,447
2009,370,267.9052463,102.2402033,435.8006808
2010,330,292.4747049,133.088472,447.9917818
2011,312,315.728488,166.0231731,466.4637269
2012,294,336.4383987,191.6230363,486.0930221
2013,312,356.220802,202.8332303,502.7079874
2014,326,372.2659056,225.3087995,521.4668514
2015,358,389.8379076,249.4912655,537.8290109
2016,340,406.1113468,259.3136018,554.7268099
2017,423,421.7245779,271.0530613,572.8243566
2018,440,436.4653082,284.9173913,593.6124805
2019,563,449.4769233,288.8937295,617.0391207
2020,470,462.8565369,299.2296532,643.9852062
2021,606,477.9816367,288.8508739,678.4627276
2022,629,488.5653283,286.3615676,715.3345764
2023,NaN,501.4097999,275.6295524,756.1129961
2024,NaN,511.8361543,256.9041731,804.6053007
2025,NaN,527.8431126,252.8437806,848.6837976
2026,NaN,535.7282914,218.8118584,905.2438249
2027,NaN,549.1321919,204.8379235,969.000385
2028,NaN,559.9114738,183.2262889,1012.342266
2029,NaN,569.3822056,169.5151025,1091.976949
2030,NaN,580.5292053,157.4335004,1155.933108
