"Year","data","median","LB","UB"
2008,5654,5654,5654,5654
2009,5094,4870.91142908967,4504.90552734614,5224.84685476547
2010,4833,4716.86823884862,4377.69710000649,5052.09961344216
2011,4419,4556.08584354684,4229.81788437037,4877.78038417743
2012,4275,4386.21217411579,4063.54223043817,4711.33350740058
2013,3978,4222.0238251315,3900.99357710505,4542.75364897192
2014,4032,4063.60457208462,3742.78116555508,4384.21730963604
2015,3770,3905.43018432454,3586.84593596742,4225.20131192508
2016,3943,3759.24023222041,3424.0575925968,4079.89441715075
2017,3655,3603.49404875546,3275.20877324152,3934.38532863141
2018,3506,3468.51592365901,3110.39482189237,3802.94188026882
2019,3418,3334.9303386943,2978.82455101598,3667.93508123061
2020,2685,3201.67364770092,2834.01467901773,3552.26084316439
2021,3185,3077.9228931158,2702.95018058265,3423.20201133099
2022,3399,2953.70114814249,2566.03183521666,3302.50807918941
2023,NA,2838.17237174202,2443.33508400195,3185.12908964913
2024,NA,2729.03260881804,2320.08838314753,3086.61080284823
2025,NA,2615.57955389492,2193.47516032486,2973.33996480269
2026,NA,2516.1537707891,2094.96832801757,2868.86717686993
2027,NA,2419.20127264634,1968.03740182059,2780.66222327738
2028,NA,2320.51498228445,1854.84062439533,2678.6103621772
2029,NA,2228.30825818,1751.97877554304,2601.74691748598
2030,NA,2134.87544011764,1663.56670778444,2519.54407641313
