Year,data,median,LB,UB
2008,1002,1002,1001,1002
2009,864,651.4853417,356.5392368,980.6896868
2010,809,717.6570888,429.2531025,999.0805996
2011,779,771.175966,479.5194587,1054.558673
2012,695,817.0251859,531.9215523,1106.769628
2013,718,860.8657481,589.8636129,1135.539261
2014,741,902.8161891,636.0675089,1167.321346
2015,963,934.594211,659.8301312,1210.275616
2016,874,970.478648,696.5580312,1236.541844
2017,1006,1004.225859,726.1920174,1275.484872
2018,1104,1032.175335,757.3524017,1308.555782
2019,1183,1055.057733,783.2013134,1333.168785
2020,967,1082.525803,804.4320776,1365.567755
2021,1239,1112.273065,813.26706,1404.278504
2022,1252,1134.633869,824.8671895,1439.606946
2023,NaN,1151.310652,832.8647009,1467.819281
2024,NaN,1171.90997,835.857654,1499.326381
2025,NaN,1192.890869,835.9444834,1534.878242
2026,NaN,1214.344183,838.880201,1571.20908
2027,NaN,1235.576248,827.8153399,1609.599165
2028,NaN,1255.922128,825.1183763,1659.960408
2029,NaN,1271.87696,804.19152,1689.103593
2030,NaN,1289.119168,787.6188546,1709.086741
