Year,data,median,LB,UB
2008,1002,1001.5,1001,1002
2009,864,769.5599127,403.4866644,1097.011531
2010,809,756.3410416,466.786948,1020.345526
2011,779,760.1349789,507.6521338,1019.627342
2012,695,781.4378509,536.6199621,1063.832529
2013,718,813.1939034,562.8267695,1105.899044
2014,741,852.6081498,619.2714568,1136.051248
2015,963,894.9107685,654.0891348,1171.336965
2016,874,939.9804429,706.7853824,1212.491301
2017,1006,985.6100137,739.0694926,1232.969664
2018,1104,1029.746303,784.709296,1282.627742
2019,1183,1074.349539,811.6227077,1319.332996
2020,967,1113.832378,835.5518966,1372.895708
2021,1239,1153.670627,855.0971295,1412.457041
2022,1252,1197.134136,871.8112478,1488.995403
2023,NaN,1234.401936,880.3657129,1562.633467
2024,NaN,1269.689065,898.0104473,1631.590068
2025,NaN,1303.541901,895.3827435,1719.943148
2026,NaN,1332.429132,896.6703062,1804.472365
2027,NaN,1364.484866,895.2842149,1912.867154
2028,NaN,1394.468575,905.1188926,2004.301761
2029,NaN,1417.887381,913.3660902,2100.623453
2030,NaN,1449.44629,926.1732874,2199.477237
