Year,data,median,LB,UB
2008,1722,1722,1722,1722
2009,1476,1367.946118,1195.983169,1533.505032
2010,1402,1366.013613,1203.971346,1522.298942
2011,1326,1356.761074,1202.311693,1510.239802
2012,1293,1347.037729,1189.579088,1503.103461
2013,1271,1338.652712,1181.155386,1493.575158
2014,1265,1328.329029,1175.354114,1478.408043
2015,1247,1315.950767,1162.499264,1468.307093
2016,1396,1307.543533,1147.942886,1457.56951
2017,1316,1296.35603,1142.824833,1447.898485
2018,1321,1284.320702,1130.356636,1440.927734
2019,1311,1272.916218,1119.332315,1430.972606
2020,1151,1260.873217,1096.914313,1421.260178
2021,1325,1251.41428,1080.966407,1410.33368
2022,1482,1240.853351,1065.239703,1401.633401
2023,NaN,1226.03305,1056.246653,1396.295124
2024,NaN,1217.825559,1032.367409,1392.668614
2025,NaN,1207.555518,1020.577357,1383.346778
2026,NaN,1195.433869,993.5432799,1375.722381
2027,NaN,1184.266809,979.1229829,1370.058323
2028,NaN,1174.758085,944.2530972,1363.300105
2029,NaN,1163.193655,928.962518,1357.33241
2030,NaN,1153.870887,910.8438819,1345.615753
