"Year","data","median","LB","UB"
2008,26474,26474,26474,26474
2009,26050,25555.3974846928,24242.9689446413,26873.7436667397
2010,25881,25944.6802618976,24726.064576568,27114.6626591277
2011,25478,26050.4479911523,24917.1248372692,27204.6216528426
2012,25768,26013.4778876448,24862.5303030548,27160.8826152385
2013,25359,25862.7798980924,24716.5144098509,26999.1898229359
2014,26215,25697.7626337355,24567.4556665257,26839.5191418215
2015,26186,25466.3508748868,24343.5916639416,26642.5745144643
2016,25794,25227.0958920066,24062.0133443128,26357.0896135051
2017,25182,24945.5830005351,23772.5205804075,26131.1409038897
2018,24346,24656.5149570046,23465.8518032271,25862.0997561006
2019,23827,24329.2656290259,23125.5014905048,25608.8149815102
2020,20462,24032.1158569902,22744.0033195689,25337.3784177732
2021,23785,23677.6221520033,22375.479449663,25135.9963808995
2022,25193,23342.1182943816,22024.5018961229,24887.8731620537
2023,NA,22994.9159632066,21573.5238863534,24618.112536979
2024,NA,22644.2622441659,21188.0765214726,24443.9762993755
2025,NA,22306.9422069309,20817.7031139941,24178.7355492362
2026,NA,21941.4300043804,20360.7626467029,23930.7715727786
2027,NA,21581.7687246859,19897.3267840573,23640.6842411627
2028,NA,21235.8424291031,19492.2471075468,23501.2602707169
2029,NA,20897.1017590559,19045.8550862572,23241.8448874092
2030,NA,20553.3641402613,18561.3564599995,22898.6695516916
