year,month,day,data,median,LB,UB
2008,1,1,23782,23782,23782,23782
2008,12,31,22358,21266.8564839548,19854.870540746,22588.4640555653
2009,12,31,21416,21139.286766373,19853.1992975853,22379.7957541109
2010,12,31,20676,20934.145976025,19698.6983263361,22151.0809891917
2011,12,31,19920,20698.6676205035,19498.1594415226,21936.8948220651
2012,12,30,19646,20449.1866316803,19245.1521126527,21674.151792325
2013,12,30,19947,20168.5864420953,18986.0287358691,21358.1749509328
2014,12,30,20179,19882.7825539956,18658.0999575951,21104.0044741536
2015,12,30,19931,19584.0113080486,18402.9243200244,20852.2441688611
2016,12,29,19351,19278.7283471196,18083.874963452,20538.5555381
2017,12,29,19029,18979.5789935663,17758.8461530315,20283.193280173
2018,12,29,18823,18668.667260809,17425.1590196885,19941.3878389582
2019,12,29,NaN,18381.2147505159,17082.75161938,19683.1244888334
2020,12,28,NaN,18055.8926281451,16752.5816907187,19411.5542310058
2021,12,28,NaN,17749.8306525087,16446.303812508,19138.8638582109
2022,12,28,NaN,17455.4564464636,16028.1052647847,18829.934012328
2023,12,28,NaN,17173.0251909524,15714.6542590791,18544.1430574748
2024,12,27,NaN,16862.8316015777,15350.5793400188,18217.2840000728
2025,12,27,NaN,16574.2339935326,14974.8153579595,17993.699881588
2026,12,27,NaN,16280.4211938704,14636.6064917131,17698.2528705141
2027,12,27,NaN,15972.6882904143,14216.5899577038,17427.0053364536
2028,12,26,NaN,15696.4765427261,13949.8483367786,17094.9488679248
2029,12,26,NaN,15443.1474874368,13652.3868331179,16846.8831183926
