year,month,day,data,median,LB,UB
2008,1,1,1139,1138,1138,1138
2008,12,31,942,936.503418776913,883.341250253748,984.76437645006
2009,12,31,822,814.801056120239,766.650126365669,861.365942658925
2010,12,31,638,664.975820084275,622.931020453303,708.788648731589
2011,12,31,556,541.764693503011,500.037217727168,584.893109289887
2012,12,30,465,458.342529406367,418.416330906923,500.652291847252
2013,12,30,415,407.548502859019,368.099906364525,448.124039354234
2014,12,30,365,378.498845752875,341.488310450172,419.590998544758
2015,12,30,354,364.386991671819,324.034522962016,402.828863961961
2016,12,29,340,357.052877986416,314.801807010285,395.429129548803
2017,12,29,354,352.528324511218,310.509432855434,391.641563221513
2018,12,29,359,349.741583603697,306.368880879366,388.925007920649
2019,12,29,284,347.567413451912,302.789720232507,388.870707784204
2020,12,28,344,345.824657907904,298.077877063258,388.460368394197
2021,12,28,361,342.372227045733,294.167463649698,387.140960093133
