year,month,day,data,median,LB,UB
2008,1,1,8142,8141.5,8141,8142
2008,12,31,7461,7228.66866727903,6445.46529279143,7856.33611394907
2009,12,31,6918,6856.08904778444,6254.03043919214,7394.3902485838
2010,12,31,6473,6496.57953233735,5971.37645055633,7059.73608165881
2011,12,31,5880,6169.01426937862,5643.4309053251,6792.41123645032
2012,12,30,5649,5898.35064485475,5382.26992208361,6567.98036685422
2013,12,30,5555,5667.02625969957,5136.31702018625,6314.46330338644
2014,12,30,5603,5467.89796380488,4971.28219503152,6077.27208659238
2015,12,30,5544,5306.29525919609,4804.43676299396,5887.71045905335
2016,12,29,5225,5170.99461207947,4619.84513370937,5701.32083978204
2017,12,29,5137,5047.21146165268,4399.20087080613,5575.5133621559
2018,12,29,4858,4933.07154632927,4202.38795334218,5520.02602644706
2019,12,29,3804,4825.72373061214,4009.98207359091,5523.52303373518
2020,12,28,4668,4733.56372482931,3805.50327839924,5563.9174900727
2021,12,28,4989,4625.04741237588,3592.40252046234,5592.0078016872
