Year,data,median,LB,UB
2008,13294,13293.5,13293,13294
2009,12513,12226.84569,10888.15815,13946.91146
2010,11862,11700.83931,10418.44523,12962.96005
2011,11286,11371.07747,10147.29221,12537.93484
2012,10598,11049.2614,9884.46434,12153.834
2013,10269,10760.4286,9600.775669,11908.30458
2014,10424,10501.46873,9301.695813,11643.21532
2015,10518,10224.53594,9068.533603,11341.14816
2016,10307,9981.832825,8828.350049,11066.43746
2017,10003,9715.670745,8598.426127,10845.46372
2018,9704,9471.121199,8365.567036,10617.08597
2019,9592,9247.142724,8120.989804,10407.26568
2020,7861,9003.440632,7859.636007,10231.43233
2021,9083,8778.314026,7561.99648,10003.26408
2022,9401,8551.933465,7301.202512,9860.867596
2023,NaN,8335.34973,7077.711319,9683.099518
2024,NaN,8135.482886,6811.513079,9529.988866
2025,NaN,7897.003208,6501.818493,9347.255255
2026,NaN,7713.897719,6349.815524,9242.308281
2027,NaN,7515.398381,6033.248937,9082.422486
2028,NaN,7318.020907,5835.4185,8952.683115
2029,NaN,7150.478764,5586.063099,8747.052448
2030,NaN,6949.472468,5357.875458,8669.01892
