Year,data,median,LB,UB
2008,5979,5978.5,5978,5979
2009,5446,5250.164942,4410.378862,6480.283184
2010,5043,4771.171399,3491.113365,5381.705478
2011,4700,4588.414869,3397.785063,5194.774958
2012,4267,4421.172279,3384.702173,5019.145266
2013,3974,4243.974598,3335.603963,4916.645991
2014,3860,4064.42264,3255.166633,4842.767514
2015,3837,3900.691572,3166.513867,4747.729317
2016,3811,3734.488673,3082.183452,4637.138754
2017,3592,3581.503964,2980.797893,4607.000123
2018,3439,3439.895974,2849.83352,4509.114421
2019,3240,3288.808132,2703.489947,4476.144119
2020,2483,3153.375882,2537.553926,4443.605715
2021,3033,3024.324369,2398.599208,4370.524128
2022,3141,2899.508306,2262.434616,4329.151933
2023,NaN,2769.171947,2108.187391,4250.8687
2024,NaN,2668.470661,1963.95075,4236.376377
2025,NaN,2538.914898,1821.046596,4187.569365
2026,NaN,2428.14934,1704.001941,4166.04325
2027,NaN,2333.458128,1578.736555,4080.587477
2028,NaN,2234.73177,1476.619425,4093.743402
2029,NaN,2142.341008,1359.184591,4046.16185
2030,NaN,2045.991484,1276.695648,4050.047011
