time,data,median,LB,UB
2017,79.1,79.1,79.1,79.1
2018,79,79.0,74.8,83.2
2019,79.4,79.2,75.6,83.0
2020,77.5,78.5,74.8,82.3
2021,78.8,77.5,73.5,81.9
2022,NaN,76.2,71.1,81.7
2023,NaN,74.7,68.0,81.6
2024,NaN,73.1,64.4,81.9
2025,NaN,71.3,60.8,82.1
2026,NaN,69.5,56.5,82.3
2027,NaN,67.7,52.2,82.7
2028,NaN,65.8,48.5,82.8
2029,NaN,64.0,45.8,82.9
2030,NaN,62.2,41.9,83.0
