time,data,median,LB,UB
2017,72.9,72.9,72.9,72.9
2018,73.7,73.6,69.7,77.2
2019,73.7,73.6,70.4,77.0
2020,72.1,73.2,69.8,76.7
2021,73.4,72.5,68.8,76.4
2022,NaN,71.4,67.1,76.0
2023,NaN,70.3,64.6,76.4
2024,NaN,69.2,61.6,76.5
2025,NaN,68.1,57.5,76.7
2026,NaN,66.7,54.1,76.7
2027,NaN,65.4,50.2,76.8
2028,NaN,64.2,46.7,77.0
2029,NaN,62.8,43.3,77.1
2030,NaN,61.5,39.8,77.1
