time,data,median,LB,UB
2017,75.3,75.3,75.3,75.3
2018,75.7,75.4,71.8,79.1
2019,76,75.5,72.3,78.6
2020,74.1,75.2,72.0,78.3
2021,75.3,74.4,71.0,78.1
2022,NaN,73.6,69.6,78.1
2023,NaN,72.6,67.9,78.2
2024,NaN,71.7,65.8,78.3
2025,NaN,70.5,62.6,78.5
2026,NaN,69.4,59.6,78.7
2027,NaN,68.2,56.4,78.9
2028,NaN,67.1,53.8,79.0
2029,NaN,65.8,50.5,79.4
2030,NaN,64.7,47.4,79.4
