year,month,day,data,median,LB,UB
2008,1,1,856,855.5,855,856
2008,12,31,758,715.261254508163,589.553566606598,811.660438647415
2009,12,31,658,679.644510528256,597.693049386678,760.515130377159
2010,12,31,662,657.98216708428,581.570039722757,758.646020632879
2011,12,31,645,652.096563941421,578.956349527436,757.788909890455
2012,12,30,637,659.759219679612,587.602965352562,757.773482740261
2013,12,30,637,671.553357152676,598.331601471013,759.905438444172
2014,12,30,678,683.727451151389,603.4467225201,762.506910828224
2015,12,30,734,692.771784032061,606.139628149924,765.294655857347
2016,12,29,709,697.959781490875,605.16791029693,769.750194723792
2017,12,29,705,696.648414934132,603.456213524175,766.532730528556
2018,12,29,679,690.014809270187,597.67672398893,766.99402482825
2019,12,29,578,677.543572890983,593.907147934598,764.817432475955
2020,12,28,715,664.231623355664,578.733092115538,765.637583412843
2021,12,28,791,645.960682045834,551.974155611173,766.146531549153
