time,data,median,LB,UB
2017,78.0,78.0,78.0,78.0
2018,79.7,79.5,77.4,81.5
2019,80.8,81.4,79.6,83.2
2020,82.4,82.1,80.3,83.8
2021,82.4,81.9,80.2,83.6
2022,80.7,81.2,79.3,83.1
2023,NaN,80.2,78.0,83.0
2024,NaN,78.9,76.3,83.2
2025,NaN,77.4,74.2,83.4
2026,NaN,75.8,71.7,83.6
2027,NaN,74.1,69.5,83.8
2028,NaN,72.4,66.6,84.0
2029,NaN,70.6,64.1,84.2
2030,NaN,68.8,61.6,84.3
,,,,
,,,,
