time,data,median,LB,UB
2017,79.2,79.2,79.2,79.2
2018,80.7,80.4,77.7,83.1
2019,81.6,82.6,80.3,85.0
2020,83.6,83.2,80.8,85.5
2021,83.5,82.8,80.5,85.1
2022,81.2,81.8,79.2,84.6
2023,NaN,80.3,77.3,84.5
2024,NaN,78.6,74.7,84.6
2025,NaN,76.7,71.7,84.8
2026,NaN,74.7,68.2,85.0
2027,NaN,72.6,64.9,85.2
2028,NaN,70.5,61.5,85.3
2029,NaN,68.2,57.9,85.5
2030,NaN,66.1,54.6,85.7
