time,data,median,LB,UB
2017,77.4,77.4,77.4,77.4
2018,78.5,78.3,75.1,81.4
2019,79.2,80.1,77.3,82.9
2020,81.0,80.7,77.9,83.4
2021,81.8,80.7,77.9,83.5
2022,79.3,80.3,77.2,83.1
2023,NaN,79.6,75.8,83.2
2024,NaN,78.7,73.9,83.3
2025,NaN,77.5,71.5,83.6
2026,NaN,76.1,68.5,83.9
2027,NaN,74.6,65.5,84.2
2028,NaN,73.2,62.4,84.4
2029,NaN,71.6,59.5,84.6
2030,NaN,70.0,56.2,84.8
