Year,data,median,LB,UB
2008,385,384,384,385
2009,324,323.8204084,251.5927126,369.3569468
2010,295,294.6378749,235.4777696,337.4720349
2011,232,237.9593316,195.1387179,283.6981747
2012,208,198.1415718,159.8922148,259.5890355
2013,183,179.2577757,142.3820075,243.9078681
2014,156,171.8951621,133.8856664,232.5368011
2015,158,169.3427796,132.2100738,217.6889976
2016,173,167.6414746,130.0348706,210.2228183
2017,178,167.086172,130.3248519,207.7521296
2018,187,166.8340674,125.2724313,205.63797
2019,179,167.5005688,122.8853496,204.8011559
2020,139,167.8534493,114.9130678,205.7525797
2021,169,168.4700084,106.6162798,207.0032131
2022,179,168.4374723,96.94852538,208.3425434
2023,NaN,168.9674877,89.64865585,210.7222665
2024,NaN,169.5233785,85.88562821,212.8281781
2025,NaN,169.5626763,72.10898235,214.8549814
2026,NaN,170.0461934,66.65508362,215.5276666
2027,NaN,170.3877491,63.16380646,218.4739087
2028,NaN,170.5061373,53.73829907,222.8329703
2029,NaN,170.8500025,52.22111546,222.8234191
2030,NaN,170.7110216,45.9220458,226.3995699
