Year,data,median,LB,UB
2008,385,384.5,384,385
2009,324,308.8127343,208.8347156,363.7625586
2010,295,284.5264919,202.1317204,339.8220208
2011,232,241.5939733,185.6559366,312.3831267
2012,208,209.9128428,161.2618223,295.5598978
2013,183,192.2405316,144.7428966,280.7532779
2014,156,183.206286,136.560471,265.2166194
2015,158,177.0683576,129.6102747,252.1016654
2016,173,171.9604313,120.9895243,241.9267679
2017,178,167.9310487,109.8561135,229.204683
2018,187,165.0326339,97.95489485,220.4048892
2019,179,162.1796062,89.87498214,211.9690465
2020,139,158.9392566,79.52550318,206.9297896
2021,169,155.8004773,66.77972969,204.9482905
2022,179,153.530214,55.64724367,203.9737208
2023,NaN,151.3560683,50.34921931,205.8420289
2024,NaN,148.6430931,39.05269717,206.4605253
2025,NaN,147.6546253,36.23200227,206.0990508
2026,NaN,144.8350288,27.03576199,208.2670613
2027,NaN,143.5962022,23.84573913,210.5328672
2028,NaN,140.6401597,14.84047361,212.490959
2029,NaN,140.4965,8.960169837,212.5607251
2030,NaN,137.2696455,5.145503013,215.9335268
