year,month,day,data,median,LB,UB
2008,1,1,3676,3676,3676,3676
2008,12,31,3606,3431.8146768766,3080.16527240218,3791.56230075856
2009,12,31,3646,3590.7613679531,3244.80757388276,3933.5956879256
2010,12,31,3611,3707.9603825882,3382.62423548194,4038.67405847624
2011,12,31,3575,3794.29863071727,3475.40077211217,4115.96900066465
2012,12,30,3669,3870.3331096014,3559.32169864597,4189.93328627927
2013,12,30,3859,3923.51491953558,3605.30256580501,4251.96698899605
2014,12,30,4146,3977.63364140447,3650.69350680489,4302.9233982533
2015,12,30,4209,4019.85123038445,3690.5950681847,4352.24101903999
2016,12,29,4089,4068.90038282586,3728.20454215589,4390.20771886518
2017,12,29,4130,4101.24266609252,3747.94315538403,4439.92345672053
2018,12,29,4125,4131.91080384554,3776.89603445538,4483.82842869933
2019,12,29,3386,4167.13939330381,3810.37713870835,4514.29598000951
2020,12,28,4388,4192.39449639527,3817.38910609317,4556.05422668116
2021,12,28,5124,4217.23707533536,3834.89066300406,4582.18282735617
