"Year","data","median","LB","UB"
2008,9947,9947,9947,9947
2009,9700,9328.47687608646,8664.59021114285,9971.97544006524
2010,9521,9474.40793913051,8883.72630265796,10073.7519342858
2011,9245,9554.2044436125,8981.20275361503,10151.4258387176
2012,9359,9632.57405834582,9043.12522597897,10196.4387639183
2013,9254,9686.69899105089,9123.80412935331,10254.4069429516
2014,9731,9730.92876267912,9170.86022743332,10317.7625667779
2015,9903,9780.31929815745,9187.90382406045,10349.6008963799
2016,10127,9807.79663428446,9214.15959297513,10392.7353943924
2017,9928,9839.76938186852,9244.58597318073,10447.0470590785
2018,9934,9860.295580072,9245.75865869032,10458.2246949307
2019,9924,9882.18826549889,9252.02413154016,10505.3690303663
2020,8164,9903.11034440895,9259.60658400544,10526.5278445038
2021,10135,9922.30765579415,9269.5049095948,10564.2013226607
2022,11804,9937.02164170952,9257.38641252623,10581.8961544926
2023,NA,9962.76494784641,9234.496391326,10608.3775398033
2024,NA,9970.10489266859,9218.02174528478,10641.3550439689
2025,NA,9989.17724480645,9167.71415392618,10668.0886564179
2026,NA,9997.50023892506,9158.67499069271,10697.3796470846
2027,NA,10013.4440955702,9113.71727139182,10725.2897738338
2028,NA,10029.2614150712,9064.05732768121,10723.4387974115
2029,NA,10049.8449482079,8972.08598612772,10765.5349267722
2030,NA,10059.9741640531,8904.0487338952,10770.7151155085
