Year,data,median,LB,UB
2008,2713,2713,2713,2713
2009,2624,2532.10557,2161.990207,2896.705035
2010,2654,2664.908645,2316.131733,3011.962318
2011,2653,2769.590504,2435.040385,3098.931375
2012,2855,2847.719155,2511.015589,3171.797962
2013,2741,2909.235945,2592.707904,3233.351835
2014,2994,2951.937192,2623.350139,3269.219463
2015,3021,2994.059244,2670.955645,3307.015235
2016,3177,3029.46819,2700.953388,3338.809306
2017,3087,3056.925596,2735.736925,3376.717016
2018,3172,3086.679206,2753.976534,3411.24276
2019,3197,3105.907307,2773.904633,3443.661057
2020,2756,3122.534247,2789.247718,3457.420536
2021,3282,3142.034891,2799.73564,3491.538242
2022,3923,3156.030172,2793.553011,3523.303218
2023,NaN,3168.648359,2798.933694,3535.590086
2024,NaN,3184.590163,2777.179278,3552.436221
2025,NaN,3196.71737,2771.788134,3574.605477
2026,NaN,3212.531096,2752.886692,3586.967886
2027,NaN,3218.379498,2734.498437,3610.655276
2028,NaN,3226.006735,2707.023875,3631.363434
2029,NaN,3236.393974,2671.29807,3640.393285
2030,NaN,3241.322838,2617.622734,3656.34017
