Year,data,median,LB,UB
2008,2713,2712.5,2712,2713
2009,2624,2551.148537,2130.854112,2966.879203
2010,2654,2660.381422,2288.901684,3032.006859
2011,2653,2750.709714,2385.680141,3118.448494
2012,2855,2834.890706,2472.15246,3187.086894
2013,2741,2895.524976,2553.486041,3242.108032
2014,2994,2956.687159,2609.573774,3304.557039
2015,3021,3000.472082,2641.830735,3348.143282
2016,3177,3039.285338,2690.058304,3390.98974
2017,3087,3071.166368,2729.400196,3422.288866
2018,3172,3096.780747,2748.942373,3447.420052
2019,3197,3111.611237,2761.260001,3470.253792
2020,2756,3119.990143,2752.996639,3493.005827
2021,3282,3128.023874,2732.945773,3493.134782
2022,3923,3134.114514,2671.140446,3528.74062
2023,NaN,3130.965672,2581.657504,3553.647279
2024,NaN,3131.771672,2466.450063,3579.981251
2025,NaN,3137.970945,2288.856633,3610.370164
2026,NaN,3135.295572,2132.575673,3643.424775
2027,NaN,3133.081469,1976.086107,3670.085187
2028,NaN,3139.56104,1794.355046,3683.322347
2029,NaN,3143.483456,1652.193365,3728.984763
2030,NaN,3145.837474,1485.899581,3753.850828
