"Year","data","median","LB","UB"
2008,3726,3725.5,3725,3726
2009,3679,3640.4494729054,3441.68455861459,3824.81874032332
2010,3561,3541.59978650484,3373.61563585728,3713.44042638485
2011,3316,3428.71984955968,3261.52986543457,3596.56242830685
2012,3315,3312.13215411533,3142.97655458082,3477.88659056935
2013,3151,3189.01542347847,3027.32062921382,3356.52094251034
2014,3082,3069.37146860471,2908.59528630437,3233.26931016553
2015,3049,2946.50143771021,2788.08888320285,3106.80102496966
2016,2825,2827.62460932325,2668.4423316397,2994.12488068971
2017,2789,2712.72302595478,2552.29675920317,2879.57660842381
2018,2598,2600.55236420573,2437.18999152147,2764.5265494397
2019,2398,2493.51419141793,2322.67416961241,2658.06198384701
2020,2208,2384.88463988361,2199.12690453061,2558.12553089823
2021,2440,2282.82430632178,2084.14892848311,2468.27711310476
2022,2344,2185.12584737832,1966.44611413179,2372.23390318836
2023,2474,2089.8129476557,1852.073154292,2292.32402865635
2024,NA,1996.12183882692,1729.88418187248,2217.95971919029
2025,NA,1908.75454454313,1633.4458627428,2138.40355677595
2026,NA,1822.67331763161,1522.35034837573,2069.80430647257
2027,NA,1743.90205397954,1415.80201801979,2020.28562602869
2028,NA,1664.75266645255,1325.56605818544,1945.61973059953
2029,NA,1589.76437254142,1216.00356618302,1887.77174254616
2030,NA,1517.17568370683,1132.39929692996,1817.64374786296
