"Year","data","median","LB","UB"
2008,3726,3726,3726,3726
2009,3679,3651.83106162621,3469.25373133043,3827.43032713454
2010,3561,3546.95204193862,3384.80797230236,3703.11551530974
2011,3316,3429.14280630719,3279.75411385451,3581.79043346797
2012,3315,3306.70332626942,3153.83452049241,3457.50858675055
2013,3151,3183.11292770159,3032.16779893926,3334.66587267486
2014,3082,3061.2226899622,2907.72290754817,3210.74189456655
2015,3049,2941.5122770416,2786.06980319818,3097.05026682607
2016,2825,2826.39532895882,2673.42080766874,2981.72464616864
2017,2789,2713.85437903445,2560.66935305052,2866.15014521221
2018,2598,2604.16124039374,2447.57257621405,2758.43550853655
2019,2398,2500.26583249074,2336.30619244383,2651.16539427804
2020,2208,2399.18332448638,2235.93268587711,2552.90700623197
2021,2440,2297.91738951702,2127.13127758027,2453.59280451784
2022,2344,2205.97951501492,2033.37173906524,2364.73490260351
2023,2474,2112.9900485875,1940.41694384044,2274.95875617496
2024,NA,2028.68004655222,1844.7599366877,2184.88114699507
2025,NA,1942.71004020753,1755.63771143113,2105.71549229259
2026,NA,1859.66234615234,1665.92130460108,2026.54367228094
2027,NA,1783.59789328341,1591.06490173268,1948.17885555967
2028,NA,1710.10323857952,1508.48785125756,1878.45961433625
2029,NA,1639.25771505051,1438.42163704478,1810.96046051
2030,NA,1569.62146135442,1366.34791779313,1742.83703207751
