Year,data,median,LB,UB
2008,5273,5272.5,5272,5273
2009,4814,4705.702281,4423.190916,4916.080031
2010,4482,4482.722187,4317.125101,4713.882136
2011,4403,4479.73127,4327.603898,4662.012938
2012,4414,4447.963529,4295.331479,4611.951374
2013,4402,4406.298374,4250.462857,4564.477628
2014,4380,4359.079468,4202.156537,4517.202597
2015,4261,4306.515713,4153.460108,4463.283401
2016,4238,4251.258496,4091.743788,4405.53
2017,4210,4193.072548,4039.836621,4356.15393
2018,4157,4135.611052,3984.594303,4299.887602
2019,4126,4072.563178,3924.588409,4262.155822
2020,3450,4011.79478,3860.168675,4203.564091
2021,4201,3946.767129,3794.532475,4154.857339
2022,4419,3881.720639,3722.55048,4103.936727
2023,NaN,3819.712962,3650.945916,4063.017016
2024,NaN,3751.537619,3572.879808,4016.974307
2025,NaN,3687.538016,3502.100788,3968.749533
2026,NaN,3623.494695,3420.681032,3928.104121
2027,NaN,3556.749574,3347.163623,3883.105992
2028,NaN,3495.699476,3268.926592,3836.928132
2029,NaN,3427.802787,3203.48033,3794.272953
2030,NaN,3368.14425,3133.911333,3755.189612
