Year,data,median,LB,UB
2008,5273,5273,5273,5273
2009,4814,4596.408297,4387.978473,4800.370926
2010,4482,4553.14298,4361.795771,4739.470708
2011,4403,4506.44782,4316.641644,4691.41639
2012,4414,4455.188139,4274.567234,4641.627844
2013,4402,4401.529266,4218.995982,4583.447945
2014,4380,4353.300047,4168.830321,4532.081173
2015,4261,4303.344748,4124.500556,4488.392899
2016,4238,4251.82364,4068.009545,4432.504389
2017,4210,4200.287114,4015.645818,4378.624529
2018,4157,4148.583394,3966.226614,4326.280431
2019,4126,4097.139649,3912.413622,4283.166457
2020,3450,4045.745126,3849.208169,4233.778282
2021,4201,3997.048158,3796.091425,4186.602265
2022,4419,3947.473592,3734.463512,4133.830624
2023,NaN,3901.909976,3679.344822,4090.050347
2024,NaN,3851.43092,3619.76363,4042.275273
2025,NaN,3806.566286,3559.792206,3999.261453
2026,NaN,3757.904299,3498.699793,3963.13313
2027,NaN,3708.831442,3433.768858,3906.539889
2028,NaN,3667.626162,3374.877935,3863.795933
2029,NaN,3620.880334,3314.142888,3816.542459
2030,NaN,3578.611033,3247.710018,3774.982817
